OBJECTID_1,OBJECTID,ample_ID,ample_ID.1,Easting_ITM,Northing_ITM,Cu_mgkg_ICPar,Fe___ICPar,S___ICPar,Zn_mgkg_ICPar,Ag_mgkg_ICPar,As_mgkg_ICPar,Hg_mgkg_ICPar,Pb_mgkg_ICPar,Te_mgkg_ICPar,Au_mgkg_ICPar,Cs_mgkg_ICPar,Pd_mgkg_ICPar
200,200,580229,580227,638204.86,913591.14,45.6,4.78,0.02,92.5,0.126,7.86,0.066,24.4,0.27,0.0006,0.221,0.001
201,201,580230,580229,631432.2,902693.53,14.8,1.0,0.02,21.4,0.038,24.4,0.02,9.73,0.02,0.0004,0.222,0.0005
202,202,580231,580230,644260.79,937532.97,9.28,10.35,0.27,34.9,0.079,253.0,0.216,28.0,0.08,0.0008,0.316,0.0005
203,203,580232,580231,641221.38,931023.38,8.49,3.81,0.04,46.0,0.026,4.18,0.062,13.75,0.05,0.0001,0.289,0.001
204,204,580233,580232,630425.79,938518.88,37.3,2.83,0.08,71.2,0.362,9.06,0.085,18.85,0.03,0.0019,0.398,0.004
205,205,580234,580233,638990.84,928651.91,6.84,0.845,0.45,12.8,0.061,1.99,0.141,15.95,0.03,0.0003,0.031,0.001
206,206,580235,580234,648877.73,931221.27,27.5,1.55,0.1,25.4,0.115,5.06,0.09,10.1,0.05,0.0003,0.604,0.0005
207,207,580236,580235,628967.73,902960.49,16.7,2.13,0.02,43.6,0.077,10.8,0.042,13.45,0.02,0.0005,0.249,0.001
208,208,580237,580236,641555.41,941100.23,3.28,0.335,0.28,58.4,0.047,2.46,0.15,27.8,0.03,0.0005,0.008,0.001
209,209,580238,580237,638219.83,911484.59,16.8,2.69,0.03,36.1,0.089,8.84,0.063,19.0,0.06,0.0008,0.282,0.001
210,210,580239,580238,634648.62,913102.27,23.1,2.38,0.04,45.5,0.078,5.94,0.055,13.8,0.07,0.0006,0.256,0.002
211,211,580240,580239,647204.16,938555.72,4.13,2.68,0.28,27.1,0.154,27.2,0.157,25.1,0.03,0.0002,0.189,0.001
212,212,580241,580240,643298.89,926839.26,57.2,3.83,0.07,60.4,0.155,5.86,0.096,19.65,0.11,0.0006,0.278,0.003
213,213,580242,580241,623015.46,944711.64,34.8,0.402,0.39,15.2,0.038,3.33,0.13,8.11,0.29,0.0004,0.097,0.001
214,214,580243,580242,638885.89,931482.31,3.72,0.259,0.18,9.5,0.074,0.87,0.067,8.85,0.05,0.0003,0.333,0.0005
215,215,580244,580243,645248.47,926930.22,56.8,5.79,0.05,93.4,0.214,12.65,0.073,22.7,0.23,0.001,0.549,0.005
216,216,580245,580244,633207.2,938982.76,4.63,0.804,0.14,20.4,0.084,0.79,0.063,9.15,0.03,0.0001,0.288,0.001
217,217,580246,580245,644997.68,942711.85,2.55,0.091,0.38,19.7,0.025,1.06,0.097,19.7,0.06,0.0005,0.013,0.0005
218,218,580247,580246,644855.57,928291.94,13.6,3.87,0.3,33.1,0.163,18.15,0.13,34.3,0.06,0.0005,0.088,0.001
219,219,580248,580247,657252.96,936946.98,33.5,4.52,0.03,68.2,0.076,4.44,0.079,10.1,0.32,0.0008,0.832,0.001
220,220,580249,580248,649442.68,939432.51,3.76,0.083,0.41,35.8,0.042,2.41,0.11,34.8,0.06,0.0008,0.013,0.0005
221,221,580250,580249,632811.26,936887.21,33.0,3.73,0.03,57.8,0.116,21.0,0.059,15.5,0.03,0.0005,0.529,0.0005
222,222,580251,580250,647255.06,928838.8,10.5,2.02,0.11,33.6,0.066,0.87,0.03,13.0,0.07,0.0002,0.323,0.003
223,223,580252,580251,644744.72,940908.24,3.15,0.073,0.33,32.0,0.023,1.25,0.066,10.8,0.03,0.0003,0.015,0.0005
224,224,580253,580252,640623.47,926993.25,4.78,0.094,0.32,37.0,0.066,3.28,0.174,59.0,0.04,0.0011,0.027,0.0005
225,225,580254,580253,652937.91,938777.62,8.7,0.242,0.26,39.4,0.058,1.34,0.154,28.1,0.02,0.0007,0.052,0.001
226,226,580255,580254,662443.84,939391.41,17.9,2.2,0.05,32.4,0.053,5.29,0.065,15.45,0.07,0.001,0.372,0.0005
227,227,580256,580255,634971.83,940644.39,3.37,0.186,0.28,17.5,0.045,1.01,0.118,18.65,0.005,0.0006,0.116,0.001
228,228,580257,580256,644941.65,938831.68,3.42,0.147,0.31,34.5,0.032,2.34,0.148,26.4,0.01,0.0004,0.017,0.001
229,229,580258,580257,624210.2,944633.64,123.5,1.51,0.11,23.8,0.12,13.15,0.128,16.65,0.57,0.0003,0.432,0.002
230,230,580260,580258,628869.8,907102.61,21.7,3.16,0.11,94.2,0.091,65.2,0.129,17.2,0.07,0.0007,0.291,0.0005
231,231,580261,580260,654473.56,936891.01,31.8,6.48,0.04,64.8,0.073,8.31,0.079,12.55,0.16,0.0013,0.41,0.001
232,232,580263,580261,633146.94,913179.27,25.6,4.0,0.02,62.9,0.063,5.19,0.034,11.2,0.05,0.0002,0.282,0.001
233,233,580264,580263,646676.2,930844.37,5.37,13.65,0.08,54.6,0.037,41.3,0.103,17.4,0.03,0.0003,0.227,0.0005
234,234,580265,580264,649085.7,932841.93,22.7,3.57,0.04,43.7,0.075,4.76,0.054,10.95,0.07,0.0007,0.279,0.0005
235,235,580266,580265,634724.86,938451.86,2.6,0.401,0.24,18.3,0.057,1.0,0.095,9.49,0.03,0.0001,0.093,0.0005
236,236,580268,580266,632608.34,940632.41,5.17,0.298,0.24,14.2,0.11,1.62,0.096,9.23,0.03,0.0001,0.158,0.001
237,237,580269,580268,640420.58,933098.95,4.95,0.447,0.44,29.3,0.024,1.9,0.104,20.5,0.04,0.0004,0.025,0.0005
238,238,580270,580269,633059.85,902643.52,10.75,2.08,0.02,41.0,0.051,6.07,0.037,10.4,0.02,0.0008,0.304,0.002
239,239,580271,580270,646254.34,935650.35,4.5,0.11,0.38,20.2,0.033,2.44,0.095,26.4,0.03,0.0001,0.062,0.0005
240,240,580272,580271,648667.81,935401.38,4.01,0.891,0.27,16.7,0.246,1.06,0.093,12.55,0.06,0.0001,0.429,0.001
241,241,580273,580272,629487.64,905052.04,16.55,2.4,0.02,45.8,0.12,10.35,0.045,17.1,0.03,0.0001,0.213,0.002
242,242,580274,580273,639073.79,925754.53,22.9,1.595,0.15,21.8,0.117,5.67,0.074,13.5,0.05,0.0005,0.26,0.001
243,243,580275,580274,660184.32,937798.77,58.6,4.83,0.04,207.0,0.269,21.9,0.382,292.0,0.15,0.0024,0.414,0.0005
244,244,580277,580275,629150.07,939060.78,4.37,0.924,0.03,16.0,0.02,6.43,0.017,3.91,0.01,0.0002,0.147,0.001
245,245,580278,580277,651552.2,937238.96,5.28,9.56,0.05,44.2,0.037,2.39,0.043,5.32,0.11,0.001,0.281,0.001
246,246,580279,580278,648464.79,928392.88,21.4,2.17,0.06,36.0,0.096,3.83,0.071,12.5,0.04,0.0004,0.369,0.0005
247,247,580280,580279,629044.11,940288.52,12.2,1.725,0.19,16.7,0.54,2.23,0.17,13.65,0.05,0.0046,0.567,0.0005
248,248,580281,580280,643213.94,929390.72,2.05,0.07,0.36,20.5,0.012,0.56,0.056,7.56,0.02,0.0005,0.012,0.0005
249,249,580282,580281,648465.87,936814.08,10.3,3.49,0.1,29.5,0.074,8.74,0.089,19.3,0.05,0.002,0.717,0.001
250,250,580283,580282,650212.42,929716.58,23.8,3.25,0.03,51.0,0.078,8.19,0.044,12.9,0.11,0.0014,0.319,0.0005
251,251,580285,580283,654348.61,939100.54,2.36,0.081,0.32,17.5,0.011,1.08,0.048,13.3,0.03,0.0005,0.01,0.001
252,252,580286,580285,640751.47,929552.7,1.35,0.04,0.51,12.6,0.005,0.49,0.047,4.95,0.01,0.0005,0.008,0.001
253,253,580287,580286,653041.88,937433.91,2.67,0.981,0.09,20.7,0.063,0.78,0.056,10.85,0.05,0.0005,0.351,0.0005
254,254,580289,580287,655083.42,935494.31,30.9,3.68,0.04,66.4,0.127,6.4,0.065,18.2,0.13,0.0009,0.384,0.001
255,255,580290,580289,651169.23,931614.17,26.1,5.16,0.03,62.6,0.049,7.28,0.04,14.2,0.16,0.0007,0.449,0.003
256,256,580291,580290,637357.02,911320.63,32.0,3.21,0.04,66.4,0.1,9.56,0.677,28.4,0.06,0.0007,0.322,0.001
257,257,580292,580291,634963.8,937002.17,15.15,3.41,0.04,51.2,0.071,11.7,0.052,14.95,0.01,0.0004,0.371,0.001
258,258,580293,580292,633022.84,901061.86,13.85,2.0,0.02,32.9,0.069,4.4,0.055,12.5,0.02,0.0005,0.319,0.001
259,259,580294,580293,656620.12,939483.44,2.81,0.313,0.14,14.5,0.156,0.69,0.101,11.25,0.04,0.0005,0.189,0.001
260,260,580296,580294,635032.43,902518.53,12.85,3.66,0.03,55.2,0.041,22.6,0.049,18.1,0.04,0.0008,1.21,0.002
261,261,580297,580296,642273.15,931005.38,1.75,0.075,0.33,17.5,0.014,0.75,0.053,12.6,0.04,0.0007,0.008,0.001
262,262,580298,580297,658657.65,937101.93,17.95,2.61,0.04,45.2,0.058,5.42,0.065,10.7,0.08,0.0008,0.378,0.001
263,263,580299,580298,656629.08,935727.24,23.0,4.13,0.04,59.2,0.119,7.47,0.058,13.05,0.19,0.0009,0.414,0.001
264,264,580300,580299,631159.62,937147.17,20.2,2.47,0.04,53.5,0.153,8.08,0.066,14.35,0.04,0.0091,0.408,0.002
265,265,580301,580300,630179.74,928943.93,1.31,0.654,0.03,8.0,0.019,11.55,0.012,2.85,0.03,0.0002,0.137,0.002
266,266,580302,580301,625077.84,929252.91,19.25,2.31,0.32,34.9,0.14,1.06,0.106,13.7,0.01,0.0008,0.341,0.005
267,267,580303,580302,613195.52,940485.63,26.0,2.45,0.04,42.6,0.063,4.21,0.046,12.55,0.04,0.0013,1.575,0.002
268,268,580304,580303,630750.29,896356.89,15.4,2.61,0.03,79.6,0.138,5.36,0.053,38.9,0.04,0.0004,0.585,0.001
269,269,580305,580304,628397.15,931533.4,3.41,0.359,0.35,24.6,0.031,1.43,0.07,5.33,0.02,0.0005,0.078,0.0005
270,270,580306,580305,615621.06,945371.57,1.07,0.266,0.02,3.0,0.009,5.64,0.02,2.38,0.15,0.0001,0.178,0.0005
271,271,580307,580306,621024.59,917151.53,8.8,2.08,0.03,48.7,0.086,12.35,0.058,24.5,0.04,0.0006,0.31,0.001
272,272,580308,580307,623251.26,931141.53,1.88,0.552,0.09,17.1,0.286,0.64,0.05,7.58,0.04,0.0023,0.392,0.0005
273,273,580310,580308,616814.77,942608.15,18.55,1.1,0.05,26.9,0.089,5.68,0.07,16.65,0.11,0.0005,0.417,0.001
274,274,580312,580310,617226.64,938993.91,19.35,1.035,0.05,30.1,0.061,4.75,0.052,15.25,0.03,0.0018,0.359,0.001
275,275,580313,580312,626269.48,919030.08,13.45,2.28,0.04,50.3,0.108,10.8,0.062,21.6,0.1,0.0007,0.237,0.001
276,276,580314,580313,622832.52,947231.1,41.9,1.655,0.09,34.5,0.08,6.03,0.095,18.3,0.27,0.0005,0.729,0.001
277,277,580315,580314,630207.39,895163.15,29.6,5.92,0.05,117.0,0.119,18.7,0.086,34.4,0.08,0.0009,0.967,0.004
278,278,580316,580315,615334.07,941502.4,27.8,1.75,0.08,36.6,0.047,5.6,0.096,18.0,0.05,0.0003,0.442,0.0005
279,279,580317,580316,634600.57,906976.58,15.95,2.09,0.02,39.9,0.049,8.25,0.045,11.05,0.01,0.0045,0.239,0.002
280,280,580318,580317,630934.27,899187.28,14.4,2.1,0.03,48.3,0.164,6.14,0.06,21.9,0.03,0.0004,0.444,0.001
281,281,580320,580318,620590.72,921304.65,18.75,1.56,0.04,29.3,0.111,9.47,0.069,24.0,0.03,0.0005,0.373,0.001
282,282,580321,580320,629102.01,932454.19,45.0,3.18,0.03,76.2,0.046,8.18,0.039,18.35,0.07,0.0007,0.284,0.001
283,283,580323,580321,616738.73,937597.21,18.8,2.24,0.03,44.0,0.038,4.46,0.053,12.3,0.05,0.0038,0.446,0.001
284,284,580324,580323,617137.72,944801.68,0.94,0.252,0.08,4.3,0.008,1.32,0.008,1.2,0.01,0.0001,0.125,0.002
285,285,580325,580324,621294.7,933096.13,50.6,3.15,0.05,47.6,0.193,13.9,0.109,21.2,0.13,0.0007,0.55,0.003
286,286,580326,580325,618949.31,943033.03,14.7,2.71,0.03,69.6,0.037,4.09,0.049,14.75,0.15,0.0007,1.19,0.0005
287,287,580327,580326,628415.11,927318.29,11.75,2.13,0.02,25.6,0.049,8.06,0.033,17.9,0.04,0.0003,0.238,0.001
288,288,580328,580327,621150.84,943156.99,4.92,0.996,0.04,9.5,0.018,0.73,0.029,4.18,0.04,0.0004,0.263,0.001
289,289,580329,580328,622419.56,942295.16,40.6,2.36,0.1,32.1,0.091,3.81,0.112,20.4,0.08,0.001,0.431,0.003
290,290,580330,580329,618798.1,920820.77,45.4,2.54,0.03,51.3,0.15,10.2,0.083,24.3,0.05,0.0017,0.474,0.0005
291,291,580331,580330,621092.77,935238.67,25.1,1.725,0.06,34.5,0.213,7.97,0.086,16.75,0.05,0.0007,0.41,0.0005
292,292,580333,580331,619312.21,940870.49,3.87,0.524,0.05,8.1,0.029,0.73,0.036,4.55,0.05,0.0003,0.54,0.001
293,293,580334,580333,619272.19,938538.99,24.7,1.715,0.06,46.0,0.111,8.87,0.078,19.5,0.01,0.0006,0.545,0.001
294,294,580335,580334,619398.15,937230.27,31.4,2.58,0.06,86.4,0.118,17.75,0.075,19.9,0.13,0.0011,0.79,0.002
295,295,580336,580335,630425.52,912578.42,29.4,4.17,0.03,95.0,0.121,7.59,0.06,21.5,0.07,0.0006,0.286,0.0005
296,296,580337,580336,630725.4,907329.54,20.6,1.95,0.02,50.9,0.06,5.71,0.036,15.05,0.03,0.0005,0.226,0.0005
297,297,580339,580337,625413.83,934824.72,37.7,0.634,0.33,22.7,0.413,4.04,0.148,55.8,0.04,0.0008,0.414,0.0005
298,298,580340,580339,626796.49,931214.48,51.6,3.89,0.12,54.2,0.254,15.7,0.089,19.0,0.06,0.0006,0.309,0.0005
299,299,580341,580340,621299.83,944950.6,2.71,0.193,0.12,6.8,0.03,0.62,0.078,7.82,0.02,0.0005,0.277,0.0005
300,300,580342,580341,624724.81,918789.15,11.45,1.865,0.03,31.8,0.083,4.85,0.05,15.2,0.02,0.0004,0.228,0.0005
301,301,580343,580342,617366.63,940642.56,29.9,2.71,0.07,34.0,0.093,5.16,0.072,12.2,0.14,0.0005,0.367,0.0005
302,302,580344,580343,628613.13,934075.85,39.4,3.29,0.03,56.5,0.096,8.37,0.056,21.3,0.05,0.0009,0.261,0.0005
303,303,580345,580344,633465.83,908589.25,14.25,2.16,0.02,44.0,0.056,4.72,0.031,11.75,0.01,0.0004,0.217,0.0005
304,304,580347,580345,632527.99,904721.09,16.6,2.79,0.02,53.8,0.087,11.7,0.042,20.5,0.05,0.001,0.216,0.0005
305,305,580348,580347,622835.25,922535.37,23.8,1.875,0.04,41.8,0.117,7.2,0.064,19.25,0.06,0.0007,0.278,0.0005
306,306,580349,580348,622366.49,935057.7,24.3,1.97,0.08,36.9,0.211,5.18,0.062,17.65,0.01,0.0015,0.671,0.002
307,307,580350,580349,628775.05,929203.89,50.7,3.99,0.04,86.1,0.102,8.68,0.056,19.25,0.07,0.0016,0.255,0.0005
308,308,580351,580350,621015.91,946465.28,1.98,0.31,0.09,7.7,0.03,2.04,0.065,9.11,0.13,0.0003,0.407,0.0005
309,309,580352,580351,627340.42,934733.72,3.81,0.277,0.17,4.1,0.058,0.48,0.045,5.28,0.03,0.0003,0.218,0.001
310,310,580353,580352,632485.02,906648.67,23.0,3.87,0.01,66.1,0.04,9.24,0.02,13.9,0.04,0.0005,0.271,0.0005
311,311,580354,580353,630377.72,930642.57,28.3,1.755,0.04,25.8,0.131,9.09,0.064,17.2,0.07,0.0011,0.286,0.001
312,312,580355,580354,622980.21,920918.71,37.2,1.135,0.08,25.2,0.235,7.28,0.218,41.9,0.03,0.0028,0.377,0.0005
313,313,580357,580355,632975.95,910808.78,20.7,3.66,0.06,73.5,0.1,14.45,0.074,20.3,0.04,0.0005,0.284,0.001
314,314,580358,580357,620874.76,930723.64,23.2,2.67,0.07,46.9,0.334,18.35,0.103,248.0,0.04,0.0009,0.554,0.0005
315,315,580359,580358,634782.51,905065.99,25.6,3.01,0.14,59.4,0.079,18.5,0.073,23.8,0.09,0.0004,1.3,0.002
316,316,580360,580359,623017.33,933027.13,40.3,4.58,0.04,93.7,0.113,11.95,0.067,19.85,0.04,0.0011,0.572,0.002
317,317,580361,580360,620813.87,938928.89,5.44,0.668,0.05,33.3,0.102,3.19,0.057,11.3,0.005,0.0004,0.373,0.0005
318,318,580362,580361,628382.91,908332.35,12.9,2.4,0.01,43.4,0.024,6.14,0.021,12.65,0.02,0.0004,0.207,0.0005
319,319,580363,580362,624431.08,938234.0,0.77,0.399,0.12,4.8,0.005,8.45,0.004,1.52,0.005,0.0001,0.086,0.002
320,320,580365,580363,626930.36,921297.59,10.95,1.555,0.03,23.8,0.133,7.32,0.048,14.75,0.03,0.0007,0.293,0.0005
321,321,580366,580365,621627.71,940271.6,12.25,0.678,0.05,14.6,0.043,1.6,0.025,6.24,0.01,0.0008,0.277,0.001
322,322,580367,580366,632747.89,899344.23,19.15,2.48,0.03,49.3,0.158,6.02,0.069,23.1,0.02,0.0008,0.376,0.0005
323,323,580368,580367,627400.34,929161.91,4.03,2.43,0.06,10.3,0.056,2.08,0.054,14.05,0.02,0.0002,0.274,0.0005
324,324,580369,580368,625000.95,937217.22,5.55,0.82,0.1,21.4,0.169,3.38,0.116,21.1,0.05,0.0005,0.48,0.0005
325,325,580370,580369,631388.27,908464.3,12.15,2.51,0.04,38.4,0.114,6.76,0.078,16.65,0.03,0.0003,0.21,0.0005
326,326,580371,580370,622870.44,940686.5,104.0,3.79,0.09,61.8,0.145,11.95,0.093,14.35,0.07,0.0012,0.652,0.005
327,327,580372,580371,623368.1,918573.21,24.2,1.75,0.11,33.6,0.087,6.93,0.119,19.95,0.04,0.0013,0.31,0.0005
328,328,580373,580372,613652.41,939712.79,18.05,1.55,0.06,32.2,0.128,9.08,0.061,15.15,0.11,0.0005,0.763,0.0005
329,329,580374,580373,634263.58,901429.77,9.84,1.64,0.03,29.4,0.065,5.57,0.035,10.4,0.04,0.0004,0.398,0.001
330,330,580375,580374,620807.65,919117.12,15.95,2.29,0.04,53.2,0.081,9.44,0.047,21.7,0.02,0.0006,0.243,0.0005
331,331,580377,580375,627436.27,922666.3,10.55,2.84,0.04,50.3,0.092,12.6,0.068,14.5,0.06,0.0016,0.286,0.0005
332,332,580378,580377,615157.08,938985.93,14.3,1.305,0.03,21.9,0.089,6.46,0.033,14.3,0.06,0.0001,0.77,0.0005
333,333,580379,580378,620932.82,936741.36,30.4,2.92,0.03,61.2,0.098,9.54,0.063,18.45,0.06,0.0028,0.408,0.001
334,334,580380,580379,628019.13,921452.55,8.44,2.49,0.02,39.5,0.06,8.19,0.028,16.05,0.03,0.0005,0.202,0.0005
335,335,580382,580380,634418.62,908577.24,16.75,2.5,0.02,46.1,0.063,6.93,0.042,14.1,0.04,0.0003,0.249,0.0005
336,336,580383,580382,624705.86,923467.15,16.6,2.6,0.03,51.5,0.124,9.55,0.058,16.8,0.1,0.0004,0.305,0.001
337,337,580384,580383,623070.36,937373.2,21.6,2.64,0.02,41.7,0.066,7.13,0.034,14.1,0.03,0.0007,0.677,0.001
338,338,580385,580384,631178.28,904990.04,23.4,2.77,0.03,48.2,0.13,8.72,0.06,24.7,0.05,0.0003,0.191,0.0005
339,339,580386,580385,626898.54,937152.21,9.0,1.295,0.15,9.7,0.121,3.03,0.086,13.25,0.04,0.0001,0.251,0.0005
340,340,580387,580386,634597.6,910709.79,18.35,2.38,0.02,36.5,0.047,5.53,0.035,14.05,0.06,0.0005,0.251,0.001
341,341,580388,580387,614215.98,910950.92,30.2,2.35,0.03,48.1,0.128,3.18,0.05,60.5,0.04,0.0008,0.566,0.001
342,342,580389,580388,615344.08,942674.15,2.85,0.43,0.07,13.9,0.016,3.04,0.034,4.76,0.02,0.0002,0.163,0.0005
343,343,580390,580389,625190.83,930517.64,4.59,1.92,0.09,14.8,0.117,4.04,0.042,18.8,0.01,0.0001,0.678,0.0005
344,344,580392,580390,623229.35,939245.8,14.25,1.14,0.03,13.4,0.042,4.36,0.039,11.45,0.01,0.0007,0.341,0.003
345,345,580393,580392,618326.46,944329.76,1.11,0.372,0.11,4.6,0.004,4.01,0.008,1.74,0.01,0.0001,0.096,0.0005
346,346,580394,580393,627505.36,933251.04,18.95,2.73,0.04,48.0,0.072,7.86,0.051,16.2,0.04,0.0004,0.285,0.0005
347,347,580395,580394,625552.78,932454.23,10.45,0.468,0.19,14.6,0.15,2.18,0.068,13.25,0.02,0.0007,0.578,0.001
348,348,580396,580395,630269.76,932237.23,3.29,1.125,0.04,13.7,0.014,10.35,0.012,2.72,0.02,0.0005,0.169,0.002
349,349,580397,580396,624956.79,921347.6,15.75,2.08,0.03,59.0,0.058,6.54,0.061,17.3,0.02,0.0004,0.226,0.0005
350,350,580398,580397,619863.15,946014.39,0.69,0.325,0.18,3.1,0.003,5.57,0.002,1.18,0.005,0.0001,0.098,0.005
351,351,580399,580398,630895.4,911203.71,29.1,3.6,0.02,64.3,0.238,2.98,0.04,8.62,0.05,0.0006,0.225,0.0005
352,352,580400,580399,632516.92,897245.68,15.0,2.85,0.03,68.5,0.127,7.41,0.06,24.4,0.02,0.0007,0.668,0.001
353,353,580401,580400,615021.99,928336.2,9.9,0.076,0.25,37.9,0.078,2.61,0.155,31.2,0.005,0.0031,0.024,0.001
354,354,580402,580401,624690.63,901094.93,22.4,3.26,0.02,62.3,0.053,9.56,0.041,12.95,0.02,0.0004,0.349,0.0005
355,355,580403,580402,627014.12,899344.28,16.1,2.2,0.03,50.9,0.069,12.65,0.058,16.0,0.02,0.0006,0.3,0.0005
356,356,580404,580403,612804.39,920787.83,16.65,1.335,0.4,32.4,0.069,4.17,0.151,118.0,0.005,0.001,0.106,0.0005
357,357,580405,580404,618493.32,934827.79,15.5,1.735,0.04,21.0,0.117,6.09,0.077,12.55,0.04,0.0004,0.351,0.001
358,358,580406,580405,615329.84,920652.84,53.6,2.74,0.07,50.9,0.123,19.3,0.08,17.8,0.03,0.0014,0.542,0.004
359,359,580407,580406,617629.24,910368.01,36.0,2.87,0.03,83.6,0.086,8.94,0.05,27.3,0.03,0.002,0.408,0.0005
360,360,580408,580407,620947.73,928870.03,14.05,4.53,0.12,31.0,0.058,5.34,0.078,12.45,0.02,0.0006,0.502,0.002
361,361,580409,580408,618694.93,902662.65,23.7,2.82,0.02,75.6,0.073,20.2,0.057,22.2,0.03,0.0006,0.384,0.001
362,362,580410,580409,612597.41,918287.37,47.7,1.675,0.05,43.5,0.071,4.42,0.078,18.3,0.005,0.0008,0.446,0.0005
363,363,580412,580410,624393.87,917798.36,20.2,2.4,0.03,43.2,0.092,8.14,0.055,20.1,0.03,0.0006,0.312,0.001
364,364,580413,580412,617380.52,930930.63,7.18,0.234,0.33,15.1,0.124,1.31,0.231,31.6,0.03,0.0015,0.126,0.001
365,365,580414,580413,621057.43,902881.58,22.3,2.21,0.04,48.5,0.176,15.15,0.068,18.1,0.04,0.0026,0.405,0.02
366,366,580415,580414,616452.54,914420.16,19.95,3.18,0.03,62.5,0.13,5.35,0.046,25.3,0.04,0.0009,0.376,0.001
367,367,580416,580415,627023.09,896991.79,46.4,4.0,0.01,90.8,0.092,7.24,0.024,22.9,0.07,0.0034,0.294,0.0005
368,368,580417,580416,623107.96,899641.25,28.1,3.1,0.01,74.1,0.047,15.7,0.03,23.1,0.03,0.0005,0.454,0.0005
369,369,580418,580417,618791.13,922950.32,12.0,1.63,0.04,29.4,0.127,5.89,0.056,15.7,0.02,0.0005,0.295,0.001
370,370,580420,580418,614837.91,916463.74,16.3,2.03,0.03,57.2,0.065,2.64,0.033,11.3,0.01,0.0011,0.474,0.001
371,371,580422,580420,626017.6,925807.64,21.3,2.1,0.02,47.2,0.127,8.27,0.043,20.3,0.06,0.0008,0.246,0.0005
372,372,580423,580422,619101.01,918457.27,12.4,0.441,0.03,18.8,0.074,3.26,0.034,19.35,0.01,0.0005,0.243,0.0005
373,373,580424,580423,623225.96,902664.61,14.75,2.16,0.04,60.7,0.137,9.61,0.037,20.3,0.01,0.0004,0.409,0.0005
374,374,580425,580424,617323.27,906359.87,5.42,1.57,0.21,23.9,0.049,10.15,0.074,16.55,0.04,0.0001,0.158,0.0005
375,375,580426,580425,620637.48,899011.41,29.0,2.95,0.03,72.4,0.101,30.6,0.038,28.2,0.04,0.0005,0.54,0.0005
376,376,580428,580426,622425.27,915729.82,24.8,2.37,0.03,54.1,0.087,8.46,0.045,21.6,0.03,0.0007,0.293,0.0005
377,377,580429,580428,622647.02,896561.92,26.4,2.84,0.01,110.0,0.068,13.15,0.025,29.9,0.03,0.0005,0.525,0.0005
378,378,580430,580429,618820.14,924939.89,39.8,3.41,0.06,52.8,0.289,5.47,0.067,24.0,0.03,0.0008,0.725,0.003
379,379,580431,580430,617517.33,916799.64,26.0,2.32,0.03,54.7,0.092,9.29,0.041,47.3,0.02,0.0005,0.36,0.001
380,380,580432,580431,621367.34,900715.04,30.7,2.99,0.02,66.2,0.135,12.7,0.045,25.0,0.03,0.0005,0.456,0.001
381,381,580433,580432,626688.47,926990.38,23.4,1.65,0.09,50.2,0.123,12.1,0.116,24.8,0.02,0.0007,0.242,0.001
382,382,580434,580433,615004.05,932703.27,3.23,0.082,0.41,13.8,0.029,1.16,0.087,20.0,0.005,0.0006,0.017,0.0005
383,383,580435,580434,612652.55,932785.28,3.48,0.203,0.24,16.2,0.081,1.26,0.136,14.75,0.01,0.0006,0.214,0.0005
384,384,580436,580435,624896.54,896540.9,22.3,2.08,0.04,51.4,0.142,11.25,0.062,25.6,0.02,0.0005,0.477,0.0005
385,385,580437,580436,618606.97,904569.24,11.2,0.666,0.08,16.6,0.213,1.88,0.035,13.95,0.005,0.0002,0.368,0.0005
386,386,580438,580437,614837.97,922653.42,16.5,1.925,0.04,35.8,0.058,4.92,0.031,13.95,0.01,0.001,0.322,0.001
387,387,580440,580438,617692.41,927710.31,59.4,4.33,0.03,85.1,0.15,14.7,0.063,22.8,0.04,0.0014,0.199,0.001
388,388,580441,580440,618715.06,914926.03,11.5,1.955,0.02,32.3,0.135,8.25,0.036,21.4,0.02,0.0005,0.444,0.0005
389,389,580442,580441,612816.41,923078.35,13.5,2.16,0.02,44.9,0.042,2.73,0.029,19.05,0.01,0.0009,0.313,0.0005
390,390,580443,580442,615294.9,925249.86,4.76,0.961,0.12,22.5,0.122,3.36,0.046,16.1,0.01,0.0004,0.483,0.0005
391,391,580444,580443,618727.23,931149.57,75.4,3.17,0.45,35.6,0.426,16.7,0.204,39.6,0.03,0.0211,0.222,0.0005
392,392,580445,580444,622595.19,911522.72,23.1,2.43,0.03,71.0,0.131,9.41,0.031,19.6,0.02,0.0013,0.375,0.0005
393,393,580446,580445,616265.81,935550.65,30.1,0.5,0.05,13.7,0.055,4.44,0.066,12.1,0.01,0.0005,0.315,0.0005
394,394,580447,580446,625232.5,899644.23,36.9,3.54,0.02,65.8,0.085,25.6,0.044,30.7,0.04,0.0005,0.437,0.0005
395,395,580448,580447,617310.43,921222.7,27.1,2.8,0.03,54.9,0.094,10.45,0.046,21.1,0.02,0.0012,0.444,0.0005
397,397,580451,580448,620995.56,913710.27,26.8,2.06,0.03,40.3,0.106,8.34,0.069,21.7,0.005,0.0011,0.331,0.001
398,398,580452,580450,619355.83,906429.84,8.46,1.585,0.03,43.0,0.155,7.9,0.047,20.0,0.01,0.0014,0.362,0.002
